total,free,time
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
0,349.84820795821463,1597021800
0,349.8482079582146,1597021980
0,349.8482079582146,1597022100
0,349.84820795821463,1597099920
0,344.9244949582146,1597100100
0,349.84820795821463,1597100280
0,349.84820795821463,1597100460
0,349.84820795821463,1597100640
0,349.84820795821463,1597100940
0,349.84820795821463,1597101180
0,349.84820795821463,1597101240
0,349.84820795821463,1597101420
0,349.84820795821463,1597101540
0,349.84820795821463,1597101720
0,370.5129978582146,1597231680
0,370.5129978582146,1597231800
0,370.5129978582146,1597231920
379.12056535821455,379.12056535821455,1597309320
380.5987785582146,380.5987785582146,1597309620
377.9799263582146,377.9799263582146,1597309680
377.9799263582146,377.9799263582146,1597309860
377.9799263582146,377.9799263582146,1597309920
377.9799263582146,377.9799263582146,1597310220
381.3411863582146,381.3411863582146,1597364280
381.3411863582146,381.3411863582146,1597364580
381.3411863582146,381.3411863582146,1597364700
381.3411863582146,381.3411863582146,1597364880
381.3411863582146,381.3411863582146,1597365120
381.3411863582146,381.3411863582146,1597365240
381.3411863582146,381.3411863582146,1597365480
381.3411863582146,381.3411863582146,1597365600
381.3411863582146,381.3411863582146,1597365840
381.3411863582146,381.3411863582146,1597365960
381.3411863582146,381.3411863582146,1597366200
381.3411863582146,381.3411863582146,1597366320
381.3411863582146,381.3411863582146,1597366500
381.3411863582146,381.3411863582146,1597366680
381.3411863582146,381.3411863582146,1597366920
382.9509763582146,382.9509763582146,1597430580
382.9509763582146,382.9509763582146,1597430760
382.9509763582146,382.9509763582146,1597430940
382.9509763582146,382.9509763582146,1597431060
382.9509763582146,382.9509763582146,1597431240
382.9509763582146,382.9509763582146,1597431480
382.9509763582146,382.9509763582146,1597431660
382.9509763582146,382.9509763582146,1597431840
382.9509763582146,382.9509763582146,1597432020
382.9509763582146,382.9509763582146,1597432200
382.9509763582146,382.9509763582146,1597432260
382.9509763582146,382.9509763582146,1597432440
382.9509763582146,382.9509763582146,1597432620
377.7694290582146,377.7694290582146,1597432800
382.9509763582146,382.9509763582146,1597432980
382.9509763582146,382.9509763582146,1597433160
382.9509763582146,382.9509763582146,1597433340
382.9509763582146,382.9509763582146,1597433520
382.9509763582146,382.9509763582146,1597433700
382.9509763582146,382.9509763582146,1597433880
382.9509763582146,382.9509763582146,1597434060
382.9509763582146,382.9509763582146,1597434240
382.9509763582146,382.9509763582146,1597434420
379.30381855821463,379.30381855821463,1597434600
382.9509763582146,382.9509763582146,1597434780
382.9509763582146,382.9509763582146,1597434960
382.9509763582146,382.9509763582146,1597435080
382.9509763582146,382.9509763582146,1597435380
381.9181175582146,381.9181175582146,1597435560
382.9509763582146,382.9509763582146,1597435680
382.9509763582146,382.9509763582146,1597435800
382.9509763582146,382.9509763582146,1597435920
382.9509763582146,382.9509763582146,1597436100
382.9509763582146,382.9509763582146,1597436160
382.9509763582146,382.9509763582146,1597436340
382.9509763582146,382.9509763582146,1597436460
382.9509763582146,382.9509763582146,1597436580
382.9509763582146,382.9509763582146,1597436700
322.7030146582146,322.7030146582146,1601235240
